document_id,document_text
192584fd-3da8-48e5-9882-cdb94e69cb0a,"b""UGA-OTP-0283-0036 12 Dated: Signed: 4. Lokilamoi Omona Alphonse has acknowledged that the facts and matters set out in his Statement, as translated by me, are true to the best of his knowledge and recollection and has accordingly signed his signature where indicated. 3. l have orally translated the above statement from the English language to the Acholi language in the presence of Lokilamoi Omona Alphonse who appeared to have heard and understood my translation of the Statement. 2. I have been informed by Lnkilamoi Omona Alphonse that he speaks and understands the Acholi and English languages. 1. I am duly qualified to interpret from the Acholi language into the English language and from the English language into the Acholi language. INTERPRETER CERTIFICATION I certify that: Dated: Sig.;d-:'J:D!o:J~ Criminal Court. This Statement has been read over to me in the Acholi and English languages and is true to the best of my knowledge and recollection. I have given this Statement voluntarily and I am aware that it may be used in legal proceedings before the International Criminal Court and that I may be called to give evidence in public before the International WITNESS ACKNOWLEDGMENT UGA0013B.013 11111[} 11111 If Ill Ill{/ Ill/ {Ill """
cfea266d-1acc-4f91-8c67-99594d9dcadc,"b""UGA-OTP-0283-0036 12 Dated: Signed: 4. Lokilamoi Omona Alphonse has acknowledged that the facts and matters set out in his Statement, as translated by me, are true to the best of his knowledge and recollection and has accordingly signed his signature where indicated. 3. l have orally translated the above statement from the English language to the Acholi language in the presence of Lokilamoi Omona Alphonse who appeared to have heard and understood my translation of the Statement. 2. I have been informed by Lnkilamoi Omona Alphonse that he speaks and understands the Acholi and English languages. 1. I am duly qualified to interpret from the Acholi language into the English language and from the English language into the Acholi language. INTERPRETER CERTIFICATION I certify that: Dated: Sig.;d-:'J:D!o:J~ Criminal Court. This Statement has been read over to me in the Acholi and English languages and is true to the best of my knowledge and recollection. I have given this Statement voluntarily and I am aware that it may be used in legal proceedings before the International Criminal Court and that I may be called to give evidence in public before the International WITNESS ACKNOWLEDGMENT UGA0013B.013 11111[} 11111 If Ill Ill{/ Ill/ {Ill """
4ff1a394-289e-4184-a3b1-a8b6a2f0b7b9,"b'UGA-OTP-0283-0059 UGA.00137.0i3 l \\\\llll ll1l\\ 111\\1 l~\\11 \'\\U llll II 12 61. I attach as annex ""S\xc5\x81\' Lists of households in the six parishes of Pajule sub- county in November 2003, according to categories of heads of households: those headed by the elderly, headed by children (those without parents), headed by civil servants and ""normal households."" The first page containing the summary was compiled by the general secretary of Pajule IDP camp named K.itara Francis. He used for his summary the records for each parish also attached that were compiled by the block leaders who received their information from village leaders. The block leaders provided to me the lists for their parishes and Kitara Francis gave me his summary in November 2003. I took these lists from my office where they were stored. 60. I attach as annex ""R"" three lists dated 30 November 2003 setting out the separate and combined figures for numbers of people living within Pajule sub-county and Lapul sub-county of Pajule-Lapul IDP camp. I compiled these lists by summarising the information provided to me by block leaders of Pajule county and from the camp commandant of Lapul sub-county of the camp. I obtained these lists from my file in my office. 59. I attach as annex ""Q"" a list of properties looted during the attack on 10 October 2003, that I received from the LC-3 chairperson of Pajulc sub-county Mr. Alphonse Lokilamoi. T am not certain of who provided the list to the chairman. I think this list was mistakenly given to me by the chairman on 6 February 2005. 58. I attach as annex """"P\'\' the list I compiled by the beginning of 2004 of numbers of those households, which had properties looted on 10 October 2003 from the six parishes: of Pajule sub-county of Pajule lDP camp. I obtained this list from my office where it was kept. 57. I attach as annexes .. N,. and ""O"", the lists of those selected from Ogago and Palwo parishes amongst households looted in the LRA attack of 10 October 2003, who received basins from NGOs. It was not possible for aB those who had their properties looted to receive such help. These lists were prepared by the block leaders of the Pajule sub-county parishes, who brought the lists to me. I obtained these lists from my office where I stored them. There should be further records of those who received assistance from the other four parishes. were stored. I have not been abie to locate the records from the block leaders for the other two parishes. 56. Both shop owners and owners of huts wrote down what had been stolen from their properties. For example, I also had properties looted from one of my huts in the Pajule side of the camp, though not the hut that I was hiding in when the rebels attacked. This is recorded under my wife\'s name, Agness Okema, in annex ""M"". J consider that these claims of the property owners were genuine as our people fear that if you write anything down that is not true you will be traced and could be punished. '"
ddf342f1-d64e-41ea-af51-985358331404,"b'UGA-OTP-0283-0060 UGA.00137.014 f 111111lllrl11111 lllll lJlf IHI 69. I have no complaints about the way I was treated during this interview. 70. I was informed that I might be called to testify before the Court and that, if called as a witness, my identity may have to be disclosed to the Court, the accused, and to defence counsel of the accused. Tam currently willing to appear as a witness in Court, if called to testify. 13 Closing Procedure 66. I have nothing to add to the above statement nor do I have anything to clarify. 67. I have given the answers to the questions of my own free wi LI. 68. There has been no threat, promise or inducement which has influenced my answers. 65. I obtained annex \'\'U"" from my office where it was stored. 64. The two civilians killed in Palenga parish were thought to have been killed when drunk UPDF soldiers had started shooting and other UPDF soldiers thinking the soldiers were rebels threw bombs in their direction killing two civilians with the bomb shelling. After the killings of these three civilians by UPDF soldiers, l was told by my vice camp commandant that there was a security committee meeting which included the UPDF IO (Intelligence Officer), commanding officer (CO) of the military barracks, GISO and LC-3. My vice camp commandant was present. He told me that at that meeting the UPDF said they were investigating what had happened but I never saw the results of those investigations. We have been told by the UPDF that if any army personnel commits a crime they will face the law, but I run not aware if any of the soldiers involved in these three killings of civilians received any punishment. Records from previous attacks 63. I attach as annex \'\'U\' my file copy of the list I compiled of those people killed by the LRA or by the UPDF, houses burnt and granaries burnt, from June 2002 until 14 November 2002. This list covers the six parishes of Pajule sub-county of the camp. These records were not in relation to only one attack but a number of incidents. The homes and granaries were burnt by the LRA. l understand that the individual killed in Ogago parish is thought to have been killed by UPDF soldiers in his home in front of his relatives fol\' being a suspected rebel collaborator. However, T am not certain about this information. 62. I attach as annex ""T"" a list or names of children reported as abducted by the child abductees if they returned or their relatives. This list covers the period from 2002 to 2003, including 23 January 2003. However. this is not a complete list as not all child abductees or their relatives reported their abductions. This list was being compiled in my office by the different block leaders from the six parishes of Paiule sub-county, but I kept the list in a box under my control in my office. I took this list from my office where T bad stored it. '"
7028e3f6-b62d-4490-8033-758694bc5d43,"b'UGA-OTP-0283-0061 UGA.00137 .015 I \\ll\\11 Hll ~ \\IU\\ lml 1111 llll 14 4. Okema John Brown has acknowledged that the facts and matters set out in his Statement, as translated by me, are true to the best of his knowledge and recollection and has accordingly signed his signature where indicated. 3. I have orally translated the above statement from the English language to the Acholi language in the presence of Okema John Brown who appeared to have heard and understood my translation of the Statement. 2. I have been informed by Okema John Brown that he speaks and understands the Acholi and English languages. 1. Tam duly qualified to interpret from the Acholi language into the English language and from the English language into the Acholi language. certify that: I, INTERPRETER CERTIFICATION Signed:""\'~Sil: Dated: d..1 1\\\'.l"":t..1 L-0LC This Statement has been read over to me in the Acholi and English languages and is true to the best of my knowledge and recollection. I have given this Statement voluntarily and I am aware that it may be used in legal proceedings before the International Criminal Court and that I may be called to give evidence in public before the International Criminal Court. WITNESS ACKNOWLEDGMENT 72. It has been explained to me that if a case commences, and a nation asks the Court for a copy of my witness statement, the Court may decide to transmit my statement to the requesting nation. I was informed that protective measures may be available in such an event. I do not agree that my statement may be transmitted to Jaw enforcement authorities of nations who might request it, including the Government of Uganda. 71. I was informed of the procedures available to the Court of ensuring the protection of confidential information provided to the Court, as well as for my own protection and security. \xc2\xb7 '"
25f40a6c-2b92-4a34-bcba-d4d7bd0af195,"b""UGA-OTP-0283-0062 UGA.00137.016 1111111 Hiii \\\\II' 'Ill\\ 1111 \\Ill 15 """
0bb7611c-cff7-4eab-8c40-baef6f567483,"b'UGA-OTP-0283-0026 2 Dianne Luping, Omona Names of all persons present durinz Interview: Alphonse Lokilamoil UGA.00138003 I Jlllll 11111 lllJI 1111111111111 '"
39b72e2a-89b2-4653-965a-2d1363d4e2e5,"b'UGA-OTP-0283-0026 2 Dianne Luping, Omona Names of all persons present durinz Interview: Alphonse Lokilamoil UGA.00138003 I Jlllll 11111 lllJI 1111111111111 '"
fd7dafe8-74ee-438a-b81b-a6edcbb57033,"b'UGA-OTP-0283-0038 UGA.00147.215 I um ~m Ml/ Mlf ""~JIN 2 / \xc2\xb7-\xc2\xb7 .) Signature(s): ,CJ~I[Dc~-~ ---- -- 1 Names of all persons present during Interview: Dianne Luping, Paula Mattila, Otika Terence Kayum Interpreter: I Interviewers: Dianne Luping, Paula Matti1a Date of Interview: 17 April 2005, 1035 hrs - 1710 hrs 18 April 2005, 0825 hrs - 1255 hrs Fonner Occupations: Youth councillor in Pajule sub-county Current Occupation: Lapul IDP camp commandant Witness statement ofOTIKA Terence Kanyum '"
79d24c61-ae1e-4f34-a9c8-83b721ebd86c,"b'UGA-OTP-0283-0049 2 Dianne Luping, Okema UGA. 00137.003 1111111 lllil lllll lllll llll lHl Names of all persons present during Interview: John Brown, and '"
b1f0c857-2aad-4511-bee7-a93bd8dd33cf,"b'UGA-OTP-0283-0084 UGA-OTP-0191-0255 1111111111111t11111m 1111111111111 2 ca I 011 @.ro6 I C \\Or) \\ ~ 0{)~ , o < :? f ?ex-\xc2\xa3 Names of all persons present during Interview: Dianne Lupmg, Jenny Moharnedhoesein, 1-. Interpreter: I- Interviewers: Dianne Luping, Jenny Mohamedhoesein Date and time of Interview: 9 July 2006 ( 11.15 am - 5 pm); 10 July 2006 (2.1 Opm ~ 4pm). 2 Witness statement o~ '"
36979d67-2a88-4f43-a826-1a144886f4d5,"b'UGA-OTP-0283-0094 UGA.00069.019 t mm uit1111111111t11111111 2 \xc5\x81 j} - ODONGPINY Geofrey (male, now around 25 years old, he joined the army and lives now in the barracks of COOPEE camp); - OMONY Charles (male, abducted in 1997 al the age of around 12); ~ AK.ELLO Agnes (female, around 18 years old, she lives with her husband in LALJYA-DWOL viHage); - ADONG Florence (female, around 14 years, she lives with me in LALlYA-DWOL village and goes to school in GULU town); 8. T was born and brought up in PAT AURA NEN KITYENA village. T stayed there until l got married at the age of 15 with Valentino OLANY A. We lived together on the other side of the stream in PARANGA village. ASWA County, GULU District. J gave birth to all my seven children in PARANGA village: Personal History 7. l was given the opportunity to ask what would be the procedures of the present interview. I was told that at the conclusion of the interview, I would be asked to sign a written statement after having had an opportunity to review it and add any corrections or additional information. 6. 1 was informed of the existence of the Victims\' Participation and Reparation Unit and its function and told that individuals who qualify as victims, in the judgment of the judges, will be entitled to participate in future court proceeding and potentially to receive reparations. 5. [ was informed of the procedures available to the Court for ensuring the protection of confidential information provided to the Court, as well as for my own protection and security. 4. I was ""informed that l might be called to testify before the Court and that, if called as a witness. my identity may have to be disclosed to the Court, the accused and to the defence counsel of the accused. 3. I was informed that this interview is voluntary. It is from my free will that I am present in this place and that 1 am willingly giving my statement. 2. I was informed on who the persons that were going to be present during the interview were and what was their position in the OTP and in the proceedings. 1. T was informed and explained, in a way T was able to understand, what the International Criminal Court (lCC) and the Office or the Prosecutor (OTP) are and what arc their mandates, powers and authority. Procedure Witness statement of AY AA Pyerina WITNESS STATEMENT: '"
cb20e9f4-77fa-4184-a3e4-c844c35ee74c,"b'UGA-OTP-0283-0027 3 8. The Local Council structure is a governmental administrative structure with an LC-1 chairperson for each village community, LC-2 chairman for each parish, LC-3 for each sub-county. and an LC-5 for each district.lam the LC-3 chairman for the Pajule sub-county. There are six parishes in Pajule sub-county. The LC-3 chairman for Lapul sub-county of Pajule IDP camp is called Otto Paul Komakech. Background 7. This is my fourth year as the Local Council-J (\'LC-3\') Chairman of Pajule county. Pader district. Previously I was an LC-2 chairman for five years of Palwo parish, Paju1e sub-county, and an LC-I chairman for ten years of Ojiie West, Pajule sub-county, My job as LC-3 chairman includes to coordinate between the community and the government, such as bringing information and relaying problems. I am also the chairman for security of the Security committee for the Pajule sub-county within Pajule IDP camp. As the chairman of the security committee, if there are any problems with security I report this to the camp residents. If the government army are the ones causing the problems for the people l am the one going to the barracks to talk to them about this. If the population find rebels in the bush, they come back to report this to me and I report this to the barracks. 6. 1 was told that at the conclusion of the interview, I would be asked to sign a written statement after having had the opportunity to review it and add any corrections or additional information. 5. I was informed of the existence of the Victims\' Participation and Reparation Unit and its function and told that individuals who qualify as victims. in the judgment of the judges, will be entitled to participate in future court proceedings and potentially to receive reparations 4. I was asked if I had concerns regarding my protection and security. The security measures which are available to me have been explained and any questions posed by me have been answered. 3. I was told that this interview is voluntary and that I may end the interview at any time. r confirm that I agreed to answer the investigators\' questions of my own free will. 2. The investigators explained what the ICC is and described its mandate. They also explained the role and authority of the OTP within the lCC. and Dianne Luping, and told that they are Office of the Prosecutor (""OTP\')) of the International Procedure 1. I was introduced to I Investigators with the Crimina1 Court (ICC). WITNESS STATEMENT UGA.00138.004 1111111nm1111) 111111~111111 '"
c08931e3-8bb3-409f-baac-7ed7b34ae612,"b'UGA-OTP-0283-0027 3 8. The Local Council structure is a governmental administrative structure with an LC-1 chairperson for each village community, LC-2 chairman for each parish, LC-3 for each sub-county. and an LC-5 for each district.lam the LC-3 chairman for the Pajule sub-county. There are six parishes in Pajule sub-county. The LC-3 chairman for Lapul sub-county of Pajule IDP camp is called Otto Paul Komakech. Background 7. This is my fourth year as the Local Council-J (\'LC-3\') Chairman of Pajule county. Pader district. Previously I was an LC-2 chairman for five years of Palwo parish, Paju1e sub-county, and an LC-I chairman for ten years of Ojiie West, Pajule sub-county, My job as LC-3 chairman includes to coordinate between the community and the government, such as bringing information and relaying problems. I am also the chairman for security of the Security committee for the Pajule sub-county within Pajule IDP camp. As the chairman of the security committee, if there are any problems with security I report this to the camp residents. If the government army are the ones causing the problems for the people l am the one going to the barracks to talk to them about this. If the population find rebels in the bush, they come back to report this to me and I report this to the barracks. 6. 1 was told that at the conclusion of the interview, I would be asked to sign a written statement after having had the opportunity to review it and add any corrections or additional information. 5. I was informed of the existence of the Victims\' Participation and Reparation Unit and its function and told that individuals who qualify as victims. in the judgment of the judges, will be entitled to participate in future court proceedings and potentially to receive reparations 4. I was asked if I had concerns regarding my protection and security. The security measures which are available to me have been explained and any questions posed by me have been answered. 3. I was told that this interview is voluntary and that I may end the interview at any time. r confirm that I agreed to answer the investigators\' questions of my own free will. 2. The investigators explained what the ICC is and described its mandate. They also explained the role and authority of the OTP within the lCC. and Dianne Luping, and told that they are Office of the Prosecutor (""OTP\')) of the International Procedure 1. I was introduced to I Investigators with the Crimina1 Court (ICC). WITNESS STATEMENT UGA.00138.004 1111111nm1111) 111111~111111 '"
7e5310f6-aade-4a0c-ae86-c228cd0cbff5,"b'UGA-OTP-0283-0039 UGA.00147 216 I \\11111 \\lll\\ 1111111111 \\H 1111 Statement of facts Background information and previous attacks on the camp: 7. I came to the area originaJly in 1990 from my home village Koyo Lalogi in fear of abductions by the \'Lakwena\' the \'Holy Spirit\' (known now as the LRA), and moved to Olam-pur located about one mile from the trading centre. I have lived in my present house located inside the trading centre since 1992. In 1997 my parents and half of the residents of what became Lapul came to the location of the current camp, but in the year 2000 most of the people went back home. I remained with my wife and children. Lapul IDP camp, which includes my home that I have lived in since l 992, came into existence in 2002. 8. There have been many attacks on the Pajule-Lapul IDP camps and it is hard for me to remember the dates. One attack took place on 23 January 2003, and I was present during this attack. There have been other attacks when I have been present. and others when I have not been present in the camp. 9. I am not aware of any previous approaches on the camp prior to the attack in October 2003. Attack on the camp in October 2003: 10. I was present in the camp when an attack took place on 10 October 2003. I was in my house with my wife and children, and the children were sleeping in the Procedure 1. I was introduced to Dianne Luping, Associate Investigator, and Paula Mattila, Associate Analyst. and told that they work with the Office of the Prosecutor COTP\'\') of the International Criminal Court (\'\'lCC""). 2. The investigators explained what the ICC is and described its mandate. They also explained the role and authority of the OTP within the ICC. 3. I was told that this interview is voluntary and that I may end the interview at any time. 1 confirm that I agreed to answer the investigators\' questions of my own free will. 4. I was asked if I had concerns regarding my protection and security. The security measures which are available to me have been explained. 5. 1 was explained that individuals who in the judgement of the judges qualify as victims will be entitled to participate in future court proceedings and potentially to receive reparations. I was informed of the existence of the Victims\' Participation and Reparation Unit and its function. 6. I was told that at the conclusion of the interview, l would be asked to sign a written statement after having had the opportunity to review it and add any corrections or additional information. WITNESS STATEMENT '"
