name	normalname	country	latitude	longitude	population
Lenger	Lenger	KZ	42.18301	69.88393	21238
Kokshetau	Kokshetau	KZ	53.28333	69.4	124444
Kentau	Kentau	KZ	43.51672	68.50463	57408
Esik	Esik	KZ	43.3552	77.45245	32995
Georgīevka	Georgīevka	KZ	49.32671	81.57373	22047
Otegen Batyra	Otegen Batyra	KZ	43.41949	77.0202	18864
Ekibastuz	Ekibastuz	KZ	51.72371	75.32287	121470
Shīeli	Shīeli	KZ	44.16882	66.73887	29832
Shardara	Shardara	KZ	41.26182	67.98437	25356
Burunday	Burunday	KZ	43.36028	76.85778	20996
Balqash	Balqash	KZ	46.84806	74.995	81364
Ayagoz	Ayagoz	KZ	47.96447	80.43437	33479
Atbasar	Atbasar	KZ	51.80652	68.35996	34797
Arys	Arys	KZ	42.42965	68.80463	36285
Arkalyk	Arkalyk	KZ	50.24915	66.92027	42000
Astana	Astana	KZ	51.1801	71.44598	345604
Almaty	Almaty	KZ	43.25654	76.92848	2000900
Akkol’	Akkol’	KZ	53.29617	69.59997	16773
Abay	Abay	KZ	49.63575	72.86164	35454
Stepnogorsk	Stepnogorsk	KZ	52.35533	71.88641	46736
Kyzyl-Orda	Kyzyl-Orda	KZ	44.8479	65.49989	300000
Vientiane	Vientiane	LA	17.96667	102.6	196731
Xam Nua	Xam Nua	LA	20.41591	104.04838	38992
Savannakhét	Savannakhét	LA	16.56505	104.75273	66553
Pakse	Pakse	LA	15.12022	105.79898	88332
Muang Xay	Muang Xay	LA	20.69229	101.98368	25000
Vangviang	Vangviang	LA	18.9235	102.44784	25000
Muang Phônsavan	Muang Phônsavan	LA	19.45	103.21667	37507
Muang Pakxan	Muang Pakxan	LA	18.38261	103.65857	21967
Thakhèk	Thakhèk	LA	17.41027	104.83068	26200
Luang Prabang	Luang Prabang	LA	19.88601	102.13503	47378
Ban Houakhoua	Ban Houakhoua	LA	20.2467	100.45401	15500
Phonsavan	Phonsavan	LA	19.45907	103.17999	37507
Zahlé	Zahlé	LB	33.84675	35.90203	78145
Tripoli	Tripoli	LY	32.87519	13.18746	1150989
Tyre	Tyre	LB	33.27333	35.19389	135204
Sidon	Sidon	LB	33.55993	35.37564	163554
Djounie	Djounie	LB	33.98083	35.61778	96315
Jbaïl	Jbaïl	LB	34.12111	35.64806	20784
Habboûch	Habboûch	LB	33.40729	35.48169	98433
Bcharré	Bcharré	LB	34.25083	36.01056	20000
Beirut	Beirut	LB	33.88894	35.49442	1916100
Baalbek	Baalbek	LB	34.00583	36.21806	30916
En Nâqoûra	En Nâqoûra	LB	33.11806	35.13972	24910
Nabatîyé et Tahta	Nabatîyé et Tahta	LB	33.37889	35.48389	120000
Castries	Castries	LC	13.9957	-61.00614	20000
Vaduz	Vaduz	LI	47.14151	9.52154	5197
Weligama	Weligama	LK	5.97501	80.42968	22179
Wattala	Wattala	LK	6.9779	79.8898	30725
Vavuniya	Vavuniya	LK	8.7514	80.4971	60176
Valvedditturai	Valvedditturai	LK	9.81667	80.16667	78205
Trincomalee	Trincomalee	LK	8.5711	81.2335	108420
Ratnapura	Ratnapura	LK	6.68278	80.39917	47832
Puttalam	Puttalam	LK	8.0362	79.8283	45661
Point Pedro	Point Pedro	LK	9.81667	80.23333	89810
Peliyagoda	Peliyagoda	LK	6.9685	79.8836	30717
Panadura	Panadura	LK	6.7132	79.9026	33735
Nuwara Eliya	Nuwara Eliya	LK	6.97078	80.78286	25775
Negombo	Negombo	LK	7.2083	79.8358	137223
Dehiwala-Mount Lavinia	Dehiwala-Mount Lavinia	LK	6.84019	79.87116	219827
Moratuwa	Moratuwa	LK	6.773	79.8816	185031
Matara	Matara	LK	5.94851	80.53528	76254
Maharagama	Maharagama	LK	6.848	79.9265	66576
Kurunegala	Kurunegala	LK	7.4863	80.3623	28571
Sri Jayewardenepura Kotte	Sri Jayewardenepura Kotte	LK	6.88297	79.90708	115826
Kotikawatta	Kotikawatta	LK	6.9269	79.9095	64565
Kolonnawa	Kolonnawa	LK	6.9329	79.8848	58076
Kelaniya	Kelaniya	LK	6.9553	79.922	28846
Katunayaka	Katunayaka	LK	7.16992	79.88837	84643
Kandy	Kandy	LK	7.2955	80.6356	111701
Kandana	Kandana	LK	7.048	79.8937	33424
Kalutara	Kalutara	LK	6.5831	79.9593	38000
Kalmunai	Kalmunai	LK	7.40902	81.83472	100171
Jaffna	Jaffna	LK	9.66845	80.00742	169102
Hatton	Hatton	LK	6.8916	80.5955	15073
Gampola	Gampola	LK	7.1643	80.5696	24730
Galle	Galle	LK	6.0367	80.217	93118
Eravur Town	Eravur Town	LK	7.7782	81.6038	22982
Dambulla	Dambulla	LK	7.86	80.65167	66716
Chilaw	Chilaw	LK	7.57583	79.79528	24712
Beruwala	Beruwala	LK	6.4788	79.9828	34250
Bentota	Bentota	LK	6.42598	79.99575	37000
Batticaloa	Batticaloa	LK	7.7102	81.6924	86742
Battaramulla South	Battaramulla South	LK	6.8964	79.9181	75633
Badulla	Badulla	LK	6.9895	81.0557	47587
Anuradhapura	Anuradhapura	LK	8.31223	80.41306	60943
Ampara	Ampara	LK	7.29754	81.68202	18348
Ambalangoda	Ambalangoda	LK	6.2355	80.0538	20133
Mount Lavinia	Mount Lavinia	LK	6.83947	79.86451	219827
Zwedru	Zwedru	LR	6.06846	-8.13559	25678
New Yekepa	New Yekepa	LR	7.57944	-8.53778	24695
Voinjama	Voinjama	LR	8.42194	-9.74778	26594
Monrovia	Monrovia	LR	6.30054	-10.7969	939524
Kakata	Kakata	LR	6.53104	-10.35368	33945
Harper	Harper	LR	4.3782	-7.71081	32661
Greenville	Greenville	US	35.61266	-77.36635	84554
Gbarnga	Gbarnga	LR	6.99543	-9.47122	45835
Buchanan	Buchanan	LR	5.88109	-10.04472	25731
Bensonville	Bensonville	LR	6.44716	-10.61283	33188
Quthing	Quthing	LS	-30.40001	27.70027	24130
Qacha’s Nek	Qacha’s Nek	LS	-30.11537	28.68936	25573
Mohale’s Hoek	Mohale’s Hoek	LS	-30.15137	27.47691	28310
Maseru	Maseru	LS	-29.31667	27.48333	118355
Maputsoe	Maputsoe	LS	-28.8866	27.89915	32117
Mafeteng	Mafeteng	LS	-29.82299	27.23744	57059
Leribe	Leribe	LS	-28.87185	28.04501	47675
Butha-Buthe	Butha-Buthe	LS	-28.76659	28.24937	16330
Visaginas	Visaginas	LT	55.6	26.41667	28348
Vilnius	Vilnius	LT	54.68916	25.2798	542366
Utena	Utena	LT	55.5	25.6	33240
Ukmerge	Ukmerge	LT	55.25	24.75	25886
Telsiai	Telsiai	LT	55.98139	22.24722	30098
Taurage	Taurage	LT	55.25222	22.28972	27662
Silute	Silute	LT	55.34889	21.48306	21760
Šiauliai	Šiauliai	LT	55.93333	23.31667	130587
Rokiškis	Rokiškis	LT	55.96667	25.58333	16255
Radviliskis	Radviliskis	LT	55.81667	23.53333	20339
Plunge	Plunge	LT	55.91139	21.84417	23381
Panevėžys	Panevėžys	LT	55.73333	24.35	117395
Palanga	Palanga	LT	55.9175	21.06861	17796
Fabijoniškės	Fabijoniškės	LT	54.73333	25.24167	39759
Mazeikiai	Mazeikiai	LT	56.31667	22.33333	41309
Marijampolė	Marijampolė	LT	54.56667	23.35	47613
Kretinga	Kretinga	LT	55.87583	21.25083	22236
Klaipėda	Klaipėda	LT	55.71722	21.1175	192307
Kėdainiai	Kėdainiai	LT	55.28833	23.97472	31980
Kaunas	Kaunas	LT	54.9	23.9	374643
Jonava	Jonava	LT	55.08333	24.28333	34993
Gargždai	Gargždai	LT	55.71278	21.40333	16433
Druskininkai	Druskininkai	LT	54.01667	23.96667	17791
Alytus	Alytus	LT	54.4	24.05	70747
Aleksotas	Aleksotas	LT	54.88333	23.9	24270
Luxembourg	Luxembourg	LU	49.61167	6.13	76684
Esch-sur-Alzette	Esch-sur-Alzette	LU	49.49583	5.98056	28228
Dudelange	Dudelange	LU	49.48056	6.0875	18013
Valmiera	Valmiera	LV	57.54108	25.42751	26963
Ventspils	Ventspils	LV	57.38988	21.57288	42644
Vec-Liepāja	Vec-Liepāja	LV	56.53333	21.01667	85260
Tukums	Tukums	LV	56.96694	23.15528	18348
Salaspils	Salaspils	LV	56.86014	24.36544	17606
Riga	Riga	LV	56.946	24.10589	742572
Rēzekne	Rēzekne	LV	56.5	27.31667	38340
Ogre	Ogre	LV	56.8162	24.61401	26760
Liepāja	Liepāja	LV	56.51667	21.01667	85132
Jūrmala	Jūrmala	LV	56.968	23.77038	54088
Jelgava	Jelgava	LV	56.65	23.71278	61791
Jēkabpils	Jēkabpils	LV	56.49903	25.85735	27078
Daugavpils	Daugavpils	LV	55.88333	26.53333	111564
Cēsis	Cēsis	LV	57.31188	25.27456	18198
Tobruk	Tobruk	LY	32.08361	23.97639	121052
Sulūq	Sulūq	LY	31.66818	20.25205	15543
Darnah	Darnah	LY	32.76704	22.63669	78782
Benghazi	Benghazi	LY	32.11486	20.06859	650629
Az Zuwaytīnah	Az Zuwaytīnah	LY	30.9522	20.12022	21015
At Tāj	At Tāj	LY	24.20487	23.2857	46050
Tūkrah	Tūkrah	LY	32.53414	20.57911	23164
Al Qubbah	Al Qubbah	LY	32.76163	22.24237	24631
Al Marj	Al Marj	LY	32.48798	20.83174	85315
Al Jawf	Al Jawf	LY	24.1989	23.29093	17320
Al Bayḑā’	Al Bayḑā’	LY	32.76272	21.75506	74594
Al Abyār	Al Abyār	LY	32.19	20.59653	32563
Ajdabiya	Ajdabiya	LY	30.75545	20.22625	134358
Zuwārah	Zuwārah	LY	32.9312	12.08199	45000
Zliten	Zliten	LY	32.46739	14.56874	109972
Zalţan	Zalţan	LY	32.94701	11.86647	17700
Yafran	Yafran	LY	32.06329	12.52859	67638
Waddān	Waddān	LY	29.1614	16.13904	27590
Tarhuna	Tarhuna	LY	32.43501	13.6332	210697
Tagiura	Tagiura	LY	32.88167	13.35056	100000
Sirte	Sirte	LY	31.20892	16.58866	128123
Şurmān	Şurmān	LY	32.75668	12.57159	25235
Şabrātah	Şabrātah	LY	32.79335	12.48845	102038
Sabhā	Sabhā	LY	27.03766	14.42832	130000
Nālūt	Nālūt	LY	31.86848	10.9812	26256
Murzuq	Murzuq	LY	25.91552	13.91839	43732
Mizdah	Mizdah	LY	31.44514	12.98013	26107
Mişrātah	Mişrātah	LY	32.37535	15.09254	386120
Hūn	Hūn	LY	29.12684	15.94772	18878
Zawiya	Zawiya	LY	32.75222	12.72778	186123
Ghat	Ghat	LY	24.96334	10.18003	24347
Gharyan	Gharyan	LY	32.17222	13.02028	85219
Brak	Brak	LY	27.54956	14.27139	39444
Bani Walid	Bani Walid	LY	31.74554	13.98354	46350
Az Zintān	Az Zintān	LY	31.92231	12.25195	33000
Az Zāwīyah	Az Zāwīyah	LY	32.7571	12.72764	200000
Awbārī	Awbārī	LY	26.59206	12.78049	42975
Al Khums	Al Khums	LY	32.64861	14.26191	201943
Al Jadīd	Al Jadīd	LY	27.05	14.4	126386
Zaïo	Zaïo	MA	34.94282	-2.7329	30008
Zagora	Zagora	MA	30.33241	-5.8384	35154
Youssoufia	Youssoufia	MA	32.24634	-8.52941	64910
Tiznit	Tiznit	MA	29.69742	-9.73162	55092
Tinghir	Tinghir	MA	31.51472	-5.53278	36795
Tétouan	Tétouan	MA	35.57845	-5.36837	326261
Taza	Taza	MA	34.21	-4.01	141890
Taroudant	Taroudant	MA	30.47028	-8.87695	71133
Taounate	Taounate	MA	34.53661	-4.64009	32802
Tan-Tan	Tan-Tan	MA	28.43799	-11.10321	61924
Tangier	Tangier	MA	35.76727	-5.79975	688356
Tahla	Tahla	MA	34.04965	-4.42162	25761
Souq Larb’a al Gharb	Souq Larb’a al Gharb	MA	34.68664	-6.00272	44059
Sidi Yahia El Gharb	Sidi Yahia El Gharb	MA	34.30494	-6.30404	32202
Sidi Slimane	Sidi Slimane	MA	34.26479	-5.92598	79437
Sidi Qacem	Sidi Qacem	MA	34.22149	-5.70775	74755
Sidi Ifni	Sidi Ifni	MA	29.37975	-10.17299	20000
Settat	Settat	MA	33.00103	-7.61662	119082
Sefrou	Sefrou	MA	33.83186	-4.828	65150
Rabat	Rabat	MA	34.01325	-6.83255	1655753
Oulad Teïma	Oulad Teïma	MA	30.39467	-9.20897	66832
Oujda	Oujda	MA	34.68139	-1.90858	405253
Ouezzane	Ouezzane	MA	34.79584	-5.57849	58684
Ouarzazat	Ouarzazat	MA	30.91894	-6.89341	57245
Nador	Nador	MA	35.16813	-2.93352	129260
Mohammedia	Mohammedia	MA	33.68607	-7.38298	187708
Midelt	Midelt	MA	32.6852	-4.74512	45159
Meknès	Meknès	MA	33.89352	-5.54727	545705
Mechraa Bel Ksiri	Mechraa Bel Ksiri	MA	34.57373	-5.95585	27802
Martil	Martil	MA	35.61662	-5.27522	39738
Marrakesh	Marrakesh	MA	31.63416	-7.99994	839296
Larache	Larache	MA	35.19321	-6.15572	109294
Ksar El Kebir	Ksar El Kebir	MA	35.00044	-5.90378	108753
Khouribga	Khouribga	MA	32.88108	-6.9063	167673
Khenifra	Khenifra	MA	32.9391	-5.6686	73906
Kenitra	Kenitra	MA	34.26101	-6.5802	366570
Kasba Tadla	Kasba Tadla	MA	32.5977	-6.26844	41199
Jerada	Jerada	MA	34.31	-2.16	43696
Imzoûrene	Imzoûrene	MA	35.15	-3.86	26650
Guercif	Guercif	MA	34.22568	-3.35361	57544
Guelmim	Guelmim	MA	28.98696	-10.05738	98229
Fkih Ben Salah	Fkih Ben Salah	MA	32.50093	-6.69062	84072
Fès al Bali	Fès al Bali	MA	34.0701	-4.95473	156000
Fes	Fes	MA	34.03313	-5.00028	964891
Essaouira	Essaouira	MA	31.5125	-9.77	70634
El Jadida	El Jadida	MA	33.25492	-8.50602	147549
El Aïoun	El Aïoun	MA	34.58319	-2.50612	35196
Chefchaouene	Chefchaouene	MA	35.16878	-5.2636	36280
Casablanca	Casablanca	MA	33.58831	-7.61138	3144909
Bouznika	Bouznika	MA	33.78942	-7.15968	27283
Berkane	Berkane	MA	34.92	-2.32	80721
Beni Mellal	Beni Mellal	MA	32.33725	-6.34983	166399
Berrechid	Berrechid	MA	33.26553	-7.58754	93954
Azrou	Azrou	MA	33.43443	-5.22126	48249
Azemmour	Azemmour	MA	33.28952	-8.3425	37140
Asilah	Asilah	MA	35.46522	-6.03415	28861
Khemisset	Khemisset	MA	33.82404	-6.06627	106991
Al Hoceïma	Al Hoceïma	MA	35.25165	-3.93723	395644
Ahfir	Ahfir	MA	34.95368	-2.10027	19611
Agadir	Agadir	MA	30.42018	-9.59815	698310
Skhirate	Skhirate	MA	33.8527	-7.03171	44850
Boujniba	Boujniba	MA	32.90046	-6.77464	15041
Monte-Carlo	Monte-Carlo	MC	43.73976	7.42732	16012
Monaco	Monaco	MC	43.73333	7.41667	32965
Edineţ	Edineţ	MD	48.17215	27.30337	22872
Ungheni	Ungheni	MD	47.21079	27.80047	34422
Tiraspolul	Tiraspolul	MD	46.84274	29.62909	157000
Straşeni	Straşeni	MD	47.14216	28.60774	19225
Bilicenii Vechi	Bilicenii Vechi	MD	47.6558	28.04734	15479
Soroca	Soroca	MD	48.15659	28.28489	27423
Slobozia	Slobozia	MD	46.72927	29.70446	15356
Rîbniţa	Rîbniţa	MD	47.76817	29.01	55455
Orhei	Orhei	MD	47.38494	28.82446	24918
Hînceşti	Hînceşti	MD	46.83047	28.59064	16900
Căuşeni	Căuşeni	MD	46.63674	29.41114	21690
Floreşti	Floreşti	MD	47.89137	28.29312	16759
Dubăsari	Dubăsari	MD	47.26562	29.16667	23254
Drochia	Drochia	MD	48.03555	27.81293	16080
Comrat	Comrat	MD	46.29456	28.6565	22911
Chişinău	Chişinău	MD	47.00556	28.8575	635994
Ceadîr-Lunga	Ceadîr-Lunga	MD	46.06169	28.83078	22700
Cahul	Cahul	MD	45.90425	28.19929	34492
Bender	Bender	MD	46.83156	29.47769	110175
Bălţi	Bălţi	MD	47.76314	27.92932	125000
Podgorica	Podgorica	ME	42.44111	19.26361	136473
Pljevlja	Pljevlja	ME	43.3567	19.35843	19489
Nikšić	Nikšić	ME	42.7731	18.94446	58212
Herceg-Novi	Herceg-Novi	ME	42.45306	18.5375	19536
Cetinje	Cetinje	ME	42.39063	18.91417	15137
Budva	Budva	ME	42.28639	18.84	18000
Bijelo Polje	Bijelo Polje	ME	43.03834	19.74758	15400
Bar	Bar	ME	42.09306	19.10028	17727
Marigot	Marigot	MF	18.07063	-63.08472	5700
Toamasina	Toamasina	MG	-18.1492	49.40234	206373
Vohipaho	Vohipaho	MG	-23.55	47.5	27000
Vohibinany	Vohibinany	MG	-17.35	49.03333	25311
Vangaindrano	Vangaindrano	MG	-23.35	47.6	23523
Tsiroanomandidy	Tsiroanomandidy	MG	-18.76969	46.04653	27060
Tsiombe	Tsiombe	MG	-25.3	45.48333	29825
Tsaratanana	Tsaratanana	MG	-16.79706	47.65165	16761
Toliara	Toliara	MG	-23.35	43.66667	115319
Fort Dauphin	Fort Dauphin	MG	-25.03249	46.98329	45141
Soavinandriana	Soavinandriana	MG	-19.16667	46.73333	40453
Soanierana Ivongo	Soanierana Ivongo	MG	-16.91667	49.58333	39271
Sitampiky	Sitampiky	MG	-16.66667	46.1	21000
Sambava	Sambava	MG	-14.26667	50.16667	31522
Sakaraha	Sakaraha	MG	-22.9	44.53333	21826
Morondava	Morondava	MG	-20.28869	44.31782	36803
Moramanga	Moramanga	MG	-18.94948	48.23007	29212
Miandrivazo	Miandrivazo	MG	-19.52905	45.45559	20631
Marovoay	Marovoay	MG	-16.11064	46.64383	31253
Maroantsetra	Maroantsetra	MG	-15.43689	49.73871	23859
Mananara	Mananara	MG	-16.16864	49.76622	41209
Manakara	Manakara	MG	-22.14862	48.01055	35499
Maintirano	Maintirano	MG	-18.06354	44.02951	16000
Mahajanga	Mahajanga	MG	-15.71667	46.31667	154657
Maevatanana	Maevatanana	MG	-16.95	46.83333	24000
Ikongo	Ikongo	MG	-21.88333	47.43333	32374
Ikalamavony	Ikalamavony	MG	-21.15	46.58333	15601
Ihosy	Ihosy	MG	-22.40293	46.12576	16990
Fianarantsoa	Fianarantsoa	MG	-21.45267	47.08569	167227
Fenoarivo Be	Fenoarivo Be	MG	-18.43333	46.56667	19605
Fenoarivo Atsinanana	Fenoarivo Atsinanana	MG	-17.38095	49.40826	21036
Farafangana	Farafangana	MG	-22.82223	47.82615	24764
Fandriana	Fandriana	MG	-20.23333	47.38333	31437
Betioky	Betioky	MG	-23.72065	44.38069	31102
Beroroha	Beroroha	MG	-21.66667	45.16667	18632
Belo sur Tsiribihina	Belo sur Tsiribihina	MG	-19.69787	44.54587	23900
Bealanana	Bealanana	MG	-14.54329	48.74981	16948
Arivonimamo	Arivonimamo	MG	-19.01667	47.18333	21982
Antsohimbondrona	Antsohimbondrona	MG	-13.08333	48.85	32080
Antsohihy	Antsohihy	MG	-14.87959	47.98751	21290
Antsiranana	Antsiranana	MG	-12.2787	49.29171	82937
Antsirabe	Antsirabe	MG	-19.86586	47.03333	186253
Antananarivo	Antananarivo	MG	-18.91368	47.53613	1391433
Antalaha	Antalaha	MG	-14.90033	50.27876	34112
Ankazoabo	Ankazoabo	MG	-22.28333	44.51667	25961
Hell-Ville	Hell-Ville	MG	-13.4	48.26667	22680
Ampasimanolotra	Ampasimanolotra	MG	-18.81667	49.06667	21000
Amparafaravola	Amparafaravola	MG	-17.5876	48.22391	51519
Ampanihy	Ampanihy	MG	-24.6937	44.74581	25686
Ampahana	Ampahana	MG	-14.75	50.21667	25000
Ambositra	Ambositra	MG	-20.53034	47.24344	30353
Amboasary	Amboasary	MG	-25.03333	46.38333	36082
Ambatondrazaka	Ambatondrazaka	MG	-17.83333	48.41667	43134
Ambatofinandrahana	Ambatofinandrahana	MG	-20.55284	46.80365	25997
Ambato Boeny	Ambato Boeny	MG	-16.46667	46.71667	22529
Ambanja	Ambanja	MG	-13.68333	48.45	30621
Ambalavao	Ambalavao	MG	-21.83333	46.93333	28027
Alarobia	Alarobia	MG	-18.96667	47.73333	16000
Majuro	Majuro	MH	7.08971	171.38027	25400
Желино	Желино	MK	41.98028	21.06417	25422
Vinica	Vinica	MK	41.88278	22.50917	18218
Veles	Veles	MK	41.71556	21.77556	57873
Tetovo	Tetovo	MK	42.00973	20.97155	72944
Теарце	Теарце	MK	42.07444	21.0525	23096
Студеничани	Студеничани	MK	41.91583	21.53056	18219
Strumica	Strumica	MK	41.4375	22.64333	45508
Struga	Struga	MK	41.17799	20.67784	37387
Shtip	Shtip	MK	41.74583	22.19583	48279
Skopje	Skopje	MK	41.99646	21.43141	474889
Сарај	Сарај	MK	42	21.32778	25379
Ресен	Ресен	MK	41.08889	21.01222	16539
Радовиш	Радовиш	MK	41.63833	22.46472	24984
Prilep	Prilep	MK	41.34514	21.55504	73814
Ohrid	Ohrid	MK	41.11722	20.80194	54908
Неготино	Неготино	MK	41.87861	20.88389	17518
Negotino	Negotino	MK	41.48456	22.09056	19515
Липково	Липково	MK	42.15639	21.58528	28102
Kumanovo	Kumanovo	MK	42.13222	21.71444	76275
Крива Паланка	Крива Паланка	MK	42.20194	22.33194	20820
Kochani	Kochani	MK	41.91639	22.41278	34258
Kičevo	Kičevo	MK	41.51267	20.95886	31123
Kavadarci	Kavadarci	MK	41.43306	22.01194	38799
Kamenjane	Kamenjane	MK	41.94568	20.92894	15376
Gostivar	Gostivar	MK	41.79601	20.90819	50974
Gevgelija	Gevgelija	MK	41.14166	22.50141	20664
Gjorče Petro	Gjorče Petro	MK	42.00778	21.35306	41000
Delcevo	Delcevo	MK	41.96722	22.76944	17415
Debar	Debar	MK	41.52444	20.52421	18074
Brvenica	Brvenica	MK	41.96722	20.98083	16267
Bogovinje	Bogovinje	MK	41.92361	20.91361	15166
Bitola	Bitola	MK	41.03143	21.33474	86528
Šuto Orizare	Šuto Orizare	MK	42.04	21.425	20800
Butel	Butel	MK	42.03083	21.44667	36154
Čair	Čair	MK	42.01528	21.44111	64773
Ilinden	Ilinden	MK	41.99451	21.58002	16406
Kisela Voda	Kisela Voda	MK	41.94889	21.50278	58216
Centar Župa	Centar Župa	MK	41.47849	20.55945	45412
Yorosso	Yorosso	ML	12.35811	-4.77688	17447
Timbuktu	Timbuktu	ML	16.77348	-3.00742	32460
Sikasso	Sikasso	ML	11.31755	-5.66654	144786
Ségou	Ségou	ML	13.4317	-6.2157	92552
San	San	ML	13.30335	-4.89562	24811
Sagalo	Sagalo	ML	12.2	-10.7	15830
Mopti	Mopti	ML	14.4843	-4.18296	108456
Markala	Markala	ML	13.7021	-6.0659	53738
Koutiala	Koutiala	ML	12.39173	-5.46421	99353
Koulikoro	Koulikoro	ML	12.86273	-7.55985	23919
Kolokani	Kolokani	ML	13.5728	-8.0339	48774
Kati	Kati	ML	12.74409	-8.07257	42922
Kangaba	Kangaba	ML	11.93333	-8.41667	17232
Gao	Gao	ML	16.27167	-0.04472	87000
Djénné	Djénné	ML	13.90608	-4.55332	22382
Bougouni	Bougouni	ML	11.41769	-7.48323	35450
Banamba	Banamba	ML	13.54773	-7.44808	30591
Bamako	Bamako	ML	12.65	-8	1297281
Bafoulabé	Bafoulabé	ML	13.8065	-10.8321	26823
Yenangyaung	Yenangyaung	MM	20.46504	94.8712	110553
Nyaungdon	Nyaungdon	MM	17.04459	95.63957	40092
Yamethin	Yamethin	MM	20.43189	96.13875	59867
Wakema	Wakema	MM	16.60333	95.18278	42705
Taungoo	Taungoo	MM	18.94291	96.43408	106945
Thongwa	Thongwa	MM	16.75998	96.52498	52496
Thayetmyo	Thayetmyo	MM	19.32076	95.18272	98185
Thaton	Thaton	MM	16.91867	97.37001	123727
Tharyarwady	Tharyarwady	MM	17.65399	95.78813	54386
Thanatpin	Thanatpin	MM	17.29136	96.57523	38059
Dawei	Dawei	MM	14.0823	98.19151	136783
Taunggyi	Taunggyi	MM	20.78919	97.03776	160115
Taungdwingyi	Taungdwingyi	MM	20.0065	95.54531	70094
Sittwe	Sittwe	MM	20.14624	92.89835	177743
Shwebo	Shwebo	MM	22.56925	95.69818	88914
Sagaing	Sagaing	MM	21.8787	95.97965	78739
Yangon	Yangon	MM	16.80528	96.15611	4477638
Pyu	Pyu	MM	18.4813	96.43742	40386
Pyinmana	Pyinmana	MM	19.7381	96.20742	97409
Pyay	Pyay	MM	18.82464	95.22216	135308
Pyapon	Pyapon	MM	16.28543	95.67882	65601
Bago	Bago	MM	17.33521	96.48135	244376
Paungde	Paungde	MM	18.49167	95.50591	36971
Pakokku	Pakokku	MM	21.33489	95.08438	126938
Hpa-an	Hpa-an	MM	16.88953	97.63482	50000
Myitkyina	Myitkyina	MM	25.38327	97.39637	90894
Myingyan	Myingyan	MM	21.46002	95.3884	141713
Myanaung	Myanaung	MM	18.28651	95.32014	42252
Mudon	Mudon	MM	16.25624	97.7246	89123
Mawlamyinegyunn	Mawlamyinegyunn	MM	16.3772	95.26488	39115
Mawlamyine	Mawlamyine	MM	16.49051	97.62825	438861
Monywa	Monywa	MM	22.10856	95.13583	182011
Mogok	Mogok	MM	22.91766	96.50982	90843
Myeik	Myeik	MM	12.43954	98.60028	173298
Meiktila	Meiktila	MM	20.87776	95.85844	177442
Pyin Oo Lwin	Pyin Oo Lwin	MM	22.03501	96.45683	117303
Maubin	Maubin	MM	16.73148	95.65441	51542
Martaban	Martaban	MM	16.52834	97.6157	48629
Mandalay	Mandalay	MM	21.97473	96.08359	1208099
Magway	Magway	MM	20.14956	94.93246	96954
Loikaw	Loikaw	MM	19.67798	97.20975	17293
Letpandan	Letpandan	MM	17.78664	95.75076	38936
Lashio	Lashio	MM	22.9359	97.7498	131016
Kyaukse	Kyaukse	MM	21.6056	96.13508	50480
Kyaikto	Kyaikto	MM	17.30858	97.01124	48658
Kyaiklat	Kyaiklat	MM	16.44502	95.72373	52425
Kyaikkami	Kyaikkami	MM	16.07686	97.56388	48100
Kanbe	Kanbe	MM	16.70728	96.00168	58146
Hinthada	Hinthada	MM	17.64944	95.45705	134947
Hakha	Hakha	MM	22.65	93.61667	20000
Chauk	Chauk	MM	20.89921	94.81784	90870
Bogale	Bogale	MM	16.29415	95.39742	68938
Bhamo	Bhamo	MM	24.25256	97.23357	47920
Pathein	Pathein	MM	16.77919	94.73212	237089
Myaydo	Myaydo	MM	19.36838	95.21512	57897
Nay Pyi Taw	Nay Pyi Taw	MM	19.745	96.12972	925000
Uliastay	Uliastay	MN	47.74167	96.84444	16240
Ulaangom	Ulaangom	MN	49.98111	92.06667	28085
Ölgiy	Ölgiy	MN	48.96833	89.9625	28400
Khovd	Khovd	MN	48.00556	91.64194	30500
Altai	Altai	MN	46.37222	96.25833	15800
Ulan Bator	Ulan Bator	MN	47.90771	106.88324	844818
Sühbaatar	Sühbaatar	MN	50.23139	106.20778	24235
Murun-kuren	Murun-kuren	MN	49.63417	100.1625	27690
Mandalgovi	Mandalgovi	MN	45.7625	106.27083	15430
Hovd	Hovd	MN	44.67024	102.17491	27924
Erdenet	Erdenet	MN	49.03333	104.08333	79647
Dzüünharaa	Dzüünharaa	MN	48.85229	106.45786	18830
Darhan	Darhan	MN	49.48667	105.92278	74300
Dalandzadgad	Dalandzadgad	MN	43.57083	104.425	15093
Saynshand	Saynshand	MN	44.88239	110.11631	19891
Bulgan	Bulgan	MN	48.8125	103.53472	17348
Bayanhongor	Bayanhongor	MN	46.19444	100.71806	26252
Baruun-Urt	Baruun-Urt	MN	46.68056	113.27917	15805
Arvayheer	Arvayheer	MN	46.26389	102.775	25622
Saipan	Saipan	MP	15.21233	145.7545	48220
Saint-Joseph	Saint-Joseph	RE	-21.37839	55.61918	33694
Sainte-Marie	Sainte-Marie	RE	-20.89684	55.5496	31636
Petite Rivière Salée	Petite Rivière Salée	MQ	14.75	-60.96667	15152
